lind	locus
320	L3607
321	L3609
322	L3619
323	L3626
324	L3640
325	L3646
326	L3654
327	L3672
328	L3673
329	L3691
330	L3717
331	L3728
332	L3731
333	L3744
334	L3767
335	L3779
336	L3799
337	L3803
338	L3811
339	L3822
340	L3834
341	L3871
342	L3907
343	L3924
344	L3947
345	L3948
346	L3949
347	L3961
348	L3987
349	L4008
350	L4015
351	L4023
352	L4040
353	L4046
354	L4073
355	L4084
356	L4087
357	L4099
358	L4108
359	L4109
360	L4112
361	L4131
362	L4139
363	L4145
364	L4146
365	L4152
366	L4156
367	L4166
368	L4192
369	L4202
370	L4204
371	L4216
372	L4225
373	L4238
374	L4260
375	L4267
376	L4279
377	L4283
378	L4293
379	L4319
380	L4329
381	L4339
382	L4344
383	L4346
384	L4347
385	L4355
386	L4359
387	L4373
388	L4375
389	L4383
390	L4384
391	L4398
392	L4412
393	L4422
394	L4423
395	L4440
396	L4463
397	L4480
398	L4509
399	L4519
400	L4521
401	L4527
402	L4536
403	L4586
404	L4594
405	L4595
406	L4599
407	L4606
408	L4609
409	L4610
410	L4615
411	L4621
412	L4623
413	L4634
414	L4636
415	L4638
416	L4641
417	L4653
418	L4654
419	L4662
420	L4668
421	L4677
422	L4683
423	L4716
424	L4738
425	L4742
426	L4748
427	L4765
428	L4771
429	L4772
430	L4790
431	L4796
432	L4799
433	L4810
434	L4859
435	L4865
436	L4883
437	L4885
438	L4923
439	L4947
440	L4950
441	L4953
442	L4960
443	L4970
444	L4972
445	L4973
446	L4975
447	L4978
448	L4980
449	L4985
450	L4997
451	L4998
452	L5016
453	L5021
454	L5037
455	L5075
456	L5084
457	L5089
458	L5093
459	L5096
460	L5115
461	L5125
462	L5130
463	L5137
464	L5155
465	L5157
466	L5172
467	L5194
468	L5203
469	L5217
470	L5219
471	L5225
472	L5231
473	L5232
474	L5249
475	L5267
476	L5282
477	L5306
478	L5310
479	L5312
480	L5323
481	L5360
482	L5385
483	L5411
484	L5419
485	L5427
486	L5429
487	L5434
488	L5442
489	L5448
490	L5453
491	L5455
492	L5461
493	L5463
494	L5473
495	L5489
496	L5497
497	L5502
498	L5503
499	L5513
500	L5518
501	L5528
502	L5549
503	L5560
504	L5565
505	L5570
506	L5571
507	L5576
508	L5577
509	L5585
510	L5587
511	L5590
512	L5598
513	L5611
514	L5613
515	L5624
516	L5627
517	L5632
518	L5657
519	L5664
520	L5667
521	L5695
522	L5700
523	L5711
524	L5717
525	L5718
526	L5726
527	L5735
528	L5753
529	L5755
530	L5765
531	L5780
532	L5809
533	L5857
534	L5888
535	L5892
536	L5894
537	L5896
538	L5907
539	L5913
540	L5916
541	L5961
542	L5963
543	L5971
544	L5987
545	L5998
546	L5999
547	L6004
548	L6010
549	L6040
550	L6053
551	L6057
552	L6062
553	L6083
554	L6086
555	L6115
556	L6118
557	L6128
558	L6134
559	L6135
560	L6136
561	L6140
562	L6157
563	L6158
564	L6159
565	L6167
566	L6177
567	L6181
568	L6189
569	L6196
570	L6246
571	L6247
572	L6275
573	L6291
574	L6292
575	L6324
576	L6325
577	L6333
578	L6336
579	L6364
580	L6373
581	L6381
582	L6383
583	L6387
584	L6392
585	L6394
586	L6410
587	L6413
588	L6416
589	L6441
590	L6457
591	L6463
592	L6476
593	L6508
594	L6530
595	L6531
596	L6588
597	L6589
598	L6600
599	L6601
600	L6607
601	L6608
602	L6611
603	L6623
604	L6624
605	L6629
606	L6662
607	L6664
608	L6690
609	L6700
610	L6701
611	L6719
612	L6749
613	L6758
614	L6762
615	L6781
616	L6782
617	L6783
618	L6786
619	L6788
620	L6789
621	L6800
622	L6807
623	L6812
624	L6838
625	L6853
626	L6857
627	L6866
628	L6890
629	L6891
630	L6902
631	L6903
632	L6905
633	L6918
634	L6921
635	L6937
636	L6961
637	L6962
638	L6968
639	L6977
640	L6982
641	L6989
642	L6996
643	L7000
644	L7013
645	L7038
646	L7046
647	L7048
648	L7053
649	L7059
650	L7065
651	L7066
652	L7080
653	L7083
654	L7084
655	L7096
656	L7097
657	L7110
658	L7115
659	L7141
660	L7143
661	L7158
662	L7178
663	L7193
664	L7196
665	L7204
666	L7222
667	L7229
668	L7234
669	L7256
670	L7302
671	L7309
672	L7341
673	L7345
674	L7353
675	L7372
676	L7375
677	L7384
678	L7408
679	L7412
680	L7413
681	L7414
682	L7415
683	L7423
684	L7426
685	L7430
686	L7446
687	L7453
688	L7463
689	L7464
690	L7469
691	L7475
692	L7487
693	L7502
694	L7522
695	L7529
696	L7537
697	L7616
698	L7620
699	L7661
700	L7670
701	L7679
702	L7681
703	L7685
704	L7697
705	L7699
706	L7704
707	L7712
708	L7714
709	L7724
710	L7742
711	L7743
712	L7746
713	L7752
714	L7797
715	L7798
716	L7812
717	L7830
718	L7834
719	L7876
720	L7882
721	L7888
722	L7895
723	L7903
724	L7924
725	L7929
726	L7935
727	L7947
728	L7951
729	L7952
730	L7966
731	L7988
732	L7992
733	L7994
734	L8009
735	L8017
736	L8021
737	L8035
738	L8037
739	L8038
740	L8045
741	L8071
742	L8073
743	L8078
744	L8086
745	L8091
746	L8093
747	L8097
748	L8130
749	L8134
750	L8147
751	L8158
752	L8178
753	L8180
754	L8192
755	L8195
756	L8215
757	L8225
758	L8229
759	L8256
760	L8260
761	L8262
762	L8278
763	L8287
764	L8318
765	L8319
766	L8333
767	L8355
768	L8361
769	L8384
770	L8404
771	L8408
772	L8410
773	L8432
774	L8450
775	L8453
776	L8463
777	L8471
778	L8489
779	L8491
780	L8497
781	L8503
782	L8511
783	L8512
784	L8558
785	L8574
786	L8601
787	L8602
788	L8605
789	L8610
790	L8620
791	L8640
792	L8645
793	L8670
794	L8672
795	L8676
796	L8685
797	L8686
798	L8692
799	L8695
800	L8717
801	L8718
802	L8734
803	L8740
804	L8755
805	L8766
806	L8773
807	L8775
808	L8788
809	L8790
810	L8797
811	L8803
812	L8827
813	L8832
814	L8843
815	L8844
816	L8867
817	L8872
818	L8884
819	L8886
820	L8895
821	L8905
822	L8907
823	L8928
824	L8929
825	L8949
826	L8953
827	L8957
828	L8964
829	L8979
830	L9006
831	L9007
832	L9014
833	L9020
834	L9022
835	L9025
836	L9028
837	L9037
838	L9040
839	L9049
840	L9071
841	L9092
842	L9094
843	L9096
844	L9103
845	L9120
846	L9140
847	L9146
848	L9149
849	L9160
850	L9170
851	L9174
852	L9179
853	L9183
854	L9203
855	L9225
856	L9233
857	L9251
858	L9257
859	L9265
860	L9266
861	L9277
862	L9283
863	L9289
864	L9294
865	L9346
866	L9350
867	L9353
868	L9356
869	L9361
870	L9364
871	L9374
872	L9376
873	L9380
874	L9404
875	L9408
876	L9431
877	L9437
878	L9446
879	L9449
880	L9459
881	L9465
882	L9467
883	L9485
884	L9493
885	L9507
886	L9509
887	L9519
888	L9520
889	L9535
890	L9540
891	L9546
892	L9549
893	L9558
894	L9569
895	L9593
896	L9598
897	L9603
898	L9610
899	L9654
900	L9667
901	L9669
902	L9670
903	L9679
904	L9687
905	L9692
906	L9709
907	L9718
908	L9735
909	L9762
910	L9775
911	L9783
912	L9796
913	L9800
914	L9809
915	L9815
916	L9821
917	L9891
918	L9893
919	L9905
920	L9915
921	L9922
922	L9935
923	L9951
924	L9960
925	L9971
926	L9973
927	L9978
928	L10000
929	L10024
930	L10054
931	L10073
932	L10074
933	L10110
934	L10120
935	L10143
936	L10154
937	L10167
938	L10171
939	L10176
940	L10207
941	L10208
942	L10211
943	L10225
944	L10238
945	L10245
946	L10268
947	L10272
948	L10277
949	L10284
950	L10288
951	L10296
952	L10311
953	L10313
954	L10320
955	L10332
956	L10333
957	L10388
958	L10487
959	L10541
960	L10733
961	L10742
962	L10752
963	L10805
964	L10812
965	L10834
966	L10913
967	L11058
968	L11092
969	L11235
970	L11304
971	L11399
972	L11404
973	L11424
974	L11430
975	L11484
976	L11558
977	L11573
978	L11597
979	L11622
980	L11628
981	L11630
982	L11638
983	L11661
984	L11673
985	L11679
986	L11680
987	L11778
988	L11780
989	L11782
990	L11788
991	L11821
992	L11846
993	L11860
994	L11863
995	L11876
996	L11893
997	L11895
998	L11919
999	L11936
1000	L11945
1001	L11953
1002	L11955
1003	L11956
1004	L11961
1005	L11963
1006	L11964
1007	L11979
1008	L11992
1009	L11993
1010	L12005
1011	L12023
1012	L12026
1013	L12029
1014	L12040
1015	L12070
1016	L12080
1017	L12091
1018	L12094
1019	L12102
1020	L12113
1021	L12116
1022	L12151
1023	L12163
1024	L12178
1025	L12186
1026	L12192
1027	L12193
1028	L12195
1029	L12204
1030	L12244
1031	L12266
1032	L12278
1033	L12279
1034	L12284
1035	L12311
1036	L12355
1037	L12356
1038	L12386
1039	L12392
1040	L12411
1041	L12412
1042	L12422
1043	L12425
1044	L12429
1045	L12459
1046	L12477
1047	L12484
1048	L12488
1049	L12497
1050	L12523
1051	L12524
1052	L12530
1053	L12543
1054	L12551
1055	L12552
1056	L12569
1057	L12577
1058	L12582
1059	L12640
1060	L12672
1061	L12680
1062	L12691
1063	L12711
1064	L12738
1065	L12742
1066	L12746
1067	L12773
1068	L12779
1069	L12780
1070	L12788
1071	L12807
1072	L12813
1073	L12834
1074	L12843
1075	L12862
1076	L12881
1077	L12883
1078	L12886
1079	L12891
1080	L12901
1081	L12904
1082	L12937
1083	L12954
1084	L12959
1085	L12965
1086	L12976
1087	L12982
1088	L12984
1089	L12990
1090	L12993
1091	L13027
1092	L13035
1093	L13072
1094	L13073
1095	L13092
1096	L13107
1097	L13125
1098	L13139
1099	L13164
1100	L13190
1101	L13202
1102	L13260
1103	L13272
1104	L13274
1105	L13286
1106	L13299
1107	L13321
1108	L13322
1109	L13328
1110	L13336
1111	L13360
1112	L13364
1113	L13388
1114	L13390
1115	L13449
1116	L13502
1117	L13505
1118	L13521
1119	L13525
1120	L13532
1121	L13549
1122	L13585
1123	L13601
1124	L13630
1125	L13632
1126	L13648
1127	L13654
1128	L13658
1129	L13661
1130	L13678
1131	L13681
1132	L13730
1133	L13752
1134	L13763
1135	L13765
1136	L13775
1137	L13790
1138	L13807
1139	L13810
1140	L13817
1141	L13849
1142	L13858
1143	L13861
1144	L13869
1145	L13913
1146	L13921
1147	L13942
1148	L13945
1149	L13966
1150	L13986
1151	L14007
1152	L14010
1153	L14013
1154	L14021
1155	L14030
1156	L14034
1157	L14042
1158	L14060
1159	L14069
1160	L14114
1161	L14115
1162	L14118
1163	L14119
1164	L14129
1165	L14137
1166	L14143
1167	L14148
1168	L14151
1169	L14166
1170	L14172
1171	L14178
1172	L14180
1173	L14206
1174	L14214
1175	L14231
1176	L14236
1177	L14254
1178	L14255
1179	L14261
1180	L14274
1181	L14285
1182	L14292
1183	L14299
1184	L14312
1185	L14319
1186	L14320
1187	L14321
1188	L14323
1189	L14343
1190	L14350
1191	L14388
1192	L14391
1193	L14446
1194	L14460
1195	L14471
1196	L14486
1197	L14498
1198	L14511
1199	L14542
1200	L14551
1201	L14561
1202	L14570
1203	L14578
1204	L14595
1205	L14603
1206	L14608
1207	L14615
1208	L14618
1209	L14620
1210	L14626
1211	L14629
1212	L14636
1213	L14670
1214	L14687
1215	L14699
1216	L14714
1217	L14719
1218	L14722
1219	L14735
1220	L14752
1221	L14755
1222	L14801
1223	L14818
1224	L14823
1225	L14883
1226	L14898
1227	L14910
1228	L14946
1229	L14949
1230	L14950
1231	L14960
1232	L14961
1233	L14992
1234	L14999
1235	L15002
1236	L15003
1237	L15029
1238	L15038
1239	L15123
1240	L15139
1241	L15142
1242	L15168
1243	L15202
1244	L15215
1245	L15227
1246	L15277
1247	L15291
1248	L15313
1249	L15337
1250	L15351
1251	L15394
1252	L15396
1253	L15419
1254	L15429
1255	L15481
1256	L15491
1257	L15511
1258	L15515
1259	L15535
1260	L15552
1261	L15562
1262	L15571
1263	L15585
1264	L15594
1265	L15612
1266	L15621
1267	L15622
1268	L15677
1269	L15690
1270	L15748
1271	L15768
1272	L15784
1273	L15785
1274	L15795
1275	L15831
1276	L15855
1277	L15881
1278	L15887
1279	L15901
1280	L15904
1281	L15908
1282	L15914
1283	L15920
1284	L15932
1285	L15939
1286	L15940
1287	L15997
1288	L16015
1289	L16027
1290	L16056
1291	L16060
1292	L16108
1293	L16152
1294	L16156
1295	L16161
1296	L16168
1297	L16175
1298	L16184
1299	L16202
1300	L16299
1301	L16371
1302	L16420
1303	L16457
1304	L16498
1305	L16560
1306	L16579
1307	L16604
1308	L16656
1309	L16664
1310	L16692
1311	L16722
1312	L16770
1313	L16787
1314	L16800
1315	L16822
1316	L16849
1317	L16850
1318	L16870
1319	L16879
1320	L16883
1321	L16909
1322	L16911
1323	L16935
1324	L16938
1325	L16953
1326	L17038
1327	L17110
1328	L17115
1329	L17132
1330	L17151
1331	L17165
1332	L17178
1333	L17204
1334	L17233
1335	L17240
1336	L17246
1337	L17254
1338	L17257
1339	L17277
1340	L17337
1341	L17367
1342	L17383
1343	L17386
1344	L17388
1345	L17396
1346	L17403
1347	L17407
1348	L17422
1349	L17424
1350	L17438
1351	L17444
1352	L17448
1353	L17453
1354	L17454
1355	L17459
1356	L17467
1357	L17468
1358	L17471
1359	L17472
1360	L17480
1361	L17494
1362	L17495
1363	L17496
1364	L17519
1365	L17524
1366	L17525
1367	L17548
1368	L17552
1369	L17553
1370	L17588
1371	L17605
1372	L17613
1373	L17615
1374	L17643
1375	L17646
1376	L17649
1377	L17659
1378	L17665
1379	L17681
1380	L17695
1381	L17723
1382	L17724
1383	L17732
1384	L17733
1385	L17739
1386	L17751
1387	L17758
1388	L17771
1389	L17800
1390	L17809
1391	L17812
1392	L17815
1393	L17839
1394	L17845
1395	L17846
1396	L17852
1397	L17876
1398	L17880
1399	L17881
1400	L17885
1401	L17887
1402	L17904
1403	L17906
1404	L17917
1405	L17934
1406	L17936
1407	L17940
1408	L17941
1409	L17966
1410	L17977
1411	L17980
1412	L17985
1413	L18008
1414	L18017
1415	L18052
1416	L18067
1417	L18073
1418	L18089
1419	L18096
1420	L18105
1421	L18106
1422	L18113
1423	L18123
1424	L18132
1425	L18169
1426	L18176
1427	L18196
1428	L18219
1429	L18230
1430	L18257
1431	L18276
1432	L18290
1433	L18300
1434	L18321
1435	L18350
1436	L18355
1437	L18366
1438	L18371
1439	L18378
1440	L18399
1441	L18424
1442	L18431
1443	L18460
1444	L18464
1445	L18477
1446	L18512
1447	L18527
1448	L18537
1449	L18558
1450	L18569
1451	L18579
1452	L18584
1453	L18589
1454	L18594
1455	L18602
1456	L18608
1457	L18609
1458	L18612
1459	L18662
1460	L18668
1461	L18706
1462	L18717
1463	L18718
1464	L18733
1465	L18734
1466	L18744
1467	L18747
1468	L18771
1469	L18780
1470	L18783
1471	L18789
1472	L18795
1473	L18798
1474	L18808
1475	L18821
1476	L18828
1477	L18857
1478	L18861
1479	L18905
1480	L18910
1481	L18922
1482	L18951
1483	L18983
1484	L18989
1485	L18991
1486	L19000
1487	L19002
1488	L19007
1489	L19011
1490	L19015
1491	L19019
1492	L19030
1493	L19060
1494	L19085
1495	L19091
1496	L19095
1497	L19103
1498	L19106
1499	L19108
1500	L19134
1501	L19140
1502	L19149
1503	L19150
1504	L19156
1505	L19165
1506	L19166
1507	L19178
1508	L19184
1509	L19197
1510	L19205
1511	L19212
1512	L19232
1513	L19238
1514	L19250
1515	L19251
1516	L19265
1517	L19284
1518	L19340
1519	L19343
1520	L19349
1521	L19353
1522	L19369
1523	L19379
1524	L19384
1525	L19385
1526	L19398
1527	L19404
1528	L19409
1529	L19414
1530	L19421
1531	L19423
1532	L19434
1533	L19444
1534	L19451
1535	L19452
1536	L19471
1537	L19474
1538	L19475
1539	L19480
1540	L19483
1541	L19512
1542	L19534
1543	L19536
1544	L19542
1545	L19554
1546	L19564
1547	L19579
1548	L19581
1549	L19610
1550	L19651
1551	L19658
1552	L19660
1553	L19665
1554	L19666
1555	L19669
1556	L19675
1557	L19679
1558	L19692
1559	L19695
1560	L19734
1561	L19739
1562	L19779
1563	L19784
1564	L19787
1565	L19790
1566	L19799
1567	L19849
1568	L19850
1569	L19859
1570	L19883
1571	L19891
1572	L19897
1573	L19904
1574	L19934
1575	L19959
1576	L19962
1577	L19965
1578	L19966
1579	L19967
1580	L19974
1581	L19984
1582	L19987
1583	L19994
1584	L20002
1585	L20004
1586	L20012
1587	L20039
1588	L20040
1589	L20051
1590	L20060
1591	L20061
1592	L20062
1593	L20065
1594	L20084
1595	L20085
1596	L20092
1597	L20104
1598	L20110
1599	L20127
1600	L20136
1601	L20158
1602	L20171
1603	L20175
1604	L20195
1605	L20199
1606	L20200
1607	L20204
1608	L20213
1609	L20241
1610	L20244
1611	L20255
1612	L20257
1613	L20288
1614	L20290
1615	L20311
1616	L20322
1617	L20334
1618	L20336
1619	L20340
1620	L20342
1621	L20351
1622	L20352
1623	L20359
1624	L20376
1625	L20405
1626	L20407
1627	L20413
1628	L20417
1629	L20424
1630	L20456
1631	L20457
1632	L20465
1633	L20474
1634	L20497
1635	L20514
1636	L20521
1637	L20523
1638	L20535
1639	L20538
1640	L20539
1641	L20551
1642	L20568
1643	L20574
1644	L20582
1645	L20583
1646	L20594
1647	L20600
1648	L20610
1649	L20620
1650	L20626
1651	L20628
1652	L20635
1653	L20651
1654	L20656
1655	L20661
1656	L20702
1657	L20708
1658	L20749
1659	L20753
1660	L20759
1661	L20779
1662	L20794
1663	L20800
1664	L20803
1665	L20804
1666	L20815
1667	L20842
1668	L20845
1669	L20855
1670	L20862
1671	L20875
1672	L20901
1673	L20903
1674	L20907
1675	L20912
1676	L20941
1677	L20944
1678	L20946
1679	L20950
1680	L20952
1681	L20962
1682	L20968
1683	L20987
1684	L20998
1685	L21001
1686	L21025
1687	L21026
1688	L21031
1689	L21056
1690	L21081
1691	L21085
1692	L21087
1693	L21096
1694	L21114
1695	L21121
1696	L21128
1697	L21139
1698	L21144
1699	L21173
1700	L21186
1701	L21188
1702	L21201
1703	L21205
1704	L21214
1705	L21222
1706	L21233
1707	L21243
1708	L21245
1709	L21246
1710	L21256
1711	L21270
1712	L21283
1713	L21293
1714	L21309
1715	L21314
1716	L21334
1717	L21342
1718	L21344
1719	L21352
1720	L21370
1721	L21379
1722	L21391
1723	L21398
1724	L21402
1725	L21410
1726	L21422
1727	L21427
1728	L21437
1729	L21444
1730	L21449
1731	L21468
1732	L21469
1733	L21475
1734	L21494
1735	L21501
1736	L21511
1737	L21515
1738	L21520
1739	L21528
1740	L21542
1741	L21557
1742	L21566
1743	L21576
1744	L21605
1745	L21618
1746	L21627
1747	L21637
1748	L21644
1749	L21650
1750	L21662
1751	L21664
1752	L21665
1753	L21669
1754	L21703
1755	L21715
1756	L21721
1757	L21741
1758	L21743
1759	L21751
1760	L21753
1761	L21759
1762	L21768
1763	L21774
1764	L21775
1765	L21782
1766	L21784
1767	L21787
1768	L21790
1769	L21801
1770	L21821
1771	L21835
1772	L21838
1773	L21843
1774	L21855
1775	L21856
1776	L21858
1777	L21868
1778	L21906
1779	L21908
1780	L21911
1781	L21922
1782	L21926
1783	L21929
1784	L21954
1785	L21978
1786	L22008
1787	L22012
1788	L22041
1789	L22081
1790	L22096
1791	L22107
1792	L22114
1793	L22126
1794	L22132
1795	L22137
1796	L22160
1797	L22162
1798	L22168
1799	L22183
1800	L22196
1801	L22200
1802	L22208
1803	L22227
1804	L22256
1805	L22281
1806	L22285
1807	L22290
1808	L22307
1809	L22313
1810	L22330
1811	L22337
1812	L22346
1813	L22350
1814	L22353
1815	L22357
1816	L22358
1817	L22360
1818	L22381
1819	L22386
1820	L22387
1821	L22391
1822	L22400
1823	L22401
1824	L22413
1825	L22416
1826	L22421
1827	L22428
1828	L22438
1829	L22457
1830	L22460
1831	L22465
1832	L22468
1833	L22471
1834	L22477
1835	L22478
1836	L22526
1837	L22541
1838	L22549
1839	L22565
1840	L22577
1841	L22582
1842	L22583
1843	L22590
1844	L22592
1845	L22609
1846	L22612
1847	L22614
1848	L22625
1849	L22636
1850	L22640
1851	L22719
1852	L22726
1853	L22728
1854	L22732
1855	L22747
1856	L22770
1857	L22771
1858	L22793
1859	L22795
1860	L22816
1861	L22819
1862	L22832
1863	L22834
1864	L22859
1865	L22868
1866	L22883
1867	L22894
1868	L22910
1869	L22911
1870	L22914
1871	L22932
1872	L22952
1873	L22959
1874	L22962
1875	L22974
1876	L22982
1877	L22986
1878	L23003
1879	L23015
1880	L23019
1881	L23021
1882	L23033
1883	L23038
1884	L23050
1885	L23067
1886	L23069
1887	L23075
1888	L23089
1889	L23100
1890	L23102
1891	L23104
1892	L23107
1893	L23116
1894	L23131
1895	L23134
1896	L23142
1897	L23145
1898	L23165
1899	L23178
1900	L23179
1901	L23184
1902	L23210
1903	L23212
1904	L23216
1905	L23228
1906	L23229
1907	L23232
1908	L23257
1909	L23258
1910	L23276
1911	L23290
1912	L23294
1913	L23301
1914	L23302
1915	L23315
1916	L23333
1917	L23337
1918	L23348
1919	L23356
1920	L23373
1921	L23375
1922	L23388
1923	L23406
1924	L23416
1925	L23430
1926	L23435
1927	L23465
1928	L23468
1929	L23486
1930	L23491
1931	L23533
1932	L23543
1933	L23550
1934	L23563
1935	L23574
1936	L23604
1937	L23615
1938	L23634
1939	L23640
1940	L23649
1941	L23652
1942	L23653
1943	L23659
1944	L23664
1945	L23675
1946	L23679
1947	L23686
1948	L23694
1949	L23703
1950	L23707
1951	L23713
1952	L23715
1953	L23721
1954	L23736
1955	L23756
1956	L23763
1957	L23764
1958	L23774
1959	L23801
1960	L23830
1961	L23833
1962	L23843
1963	L23859
1964	L23871
1965	L23873
1966	L23903
1967	L23926
1968	L23955
1969	L23970
1970	L23971
1971	L23985
1972	L24003
1973	L24021
1974	L24047
1975	L24059
1976	L24060
1977	L24062
1978	L24076
1979	L24092
1980	L24098
1981	L24112
1982	L24131
1983	L24165
1984	L24201
1985	L24211
1986	L24212
1987	L24215
1988	L24254
1989	L24256
1990	L24257
1991	L24270
1992	L24277
1993	L24325
1994	L24330
1995	L24334
1996	L24351
1997	L24361
1998	L24378
1999	L24396
2000	L24404
2001	L24426
2002	L24431
2003	L24434
2004	L24437
2005	L24467
2006	L24480
2007	L24488
2008	L24507
2009	L24533
2010	L24537
2011	L24548
2012	L24553
2013	L24556
2014	L24571
2015	L24584
2016	L24601
2017	L24619
2018	L24638
2019	L24680
2020	L24687
2021	L24706
2022	L24715
2023	L24723
2024	L24726
2025	L24728
2026	L24732
2027	L24736
2028	L24750
2029	L24752
2030	L24754
2031	L24756
2032	L24764
2033	L24782
2034	L24788
2035	L24790
2036	L24835
2037	L24838
2038	L24861
2039	L24889
2040	L24892
2041	L24910
2042	L24923
2043	L24932
2044	L24943
2045	L24952
2046	L24964
2047	L24976
2048	L25019
2049	L25031
2050	L25040
2051	L25041
2052	L25054
2053	L25089
2054	L25095
2055	L25105
2056	L25110
2057	L25115
2058	L25120
2059	L25130
2060	L25133
2061	L25140
2062	L25147
2063	L25152
2064	L25161
2065	L25163
2066	L25164
2067	L25175
2068	L25178
2069	L25183
2070	L25193
2071	L25227
2072	L25247
2073	L25269
2074	L25285
2075	L25302
2076	L25303
2077	L25319
2078	L25329
2079	L25334
2080	L25349
2081	L25361
2082	L25367
2083	L25383
2084	L25397
2085	L25400
2086	L25401
2087	L25412
2088	L25414
2089	L25415
2090	L25418
2091	L25432
2092	L25451
2093	L25457
2094	L25458
2095	L25463
2096	L25464
2097	L25466
2098	L25471
2099	L25482
2100	L25497
2101	L25501
2102	L25511
2103	L25516
2104	L25532
2105	L25562
2106	L25571
2107	L25574
2108	L25576
2109	L25595
2110	L25598
2111	L25599
2112	L25623
2113	L25626
2114	L25633
2115	L25637
2116	L25644
2117	L25667
2118	L25668
2119	L25685
2120	L25705
2121	L25708
2122	L25715
2123	L25722
2124	L25728
2125	L25729
2126	L25739
2127	L25743
2128	L25820
2129	L25821
2130	L25822
2131	L25830
2132	L25846
2133	L25848
2134	L25865
2135	L25894
2136	L25899
2137	L25900
2138	L25908
2139	L25915
2140	L25917
2141	L25939
2142	L25942
2143	L25944
2144	L25950
2145	L25958
2146	L25969
2147	L25984
2148	L25985
2149	L25993
2150	L25998
2151	L26014
2152	L26019
