lind	locus
8099	L9369
8100	L9371
8101	L9372
8102	L9373
8103	L9374
8104	L9375
8105	L9376
8106	L9377
8107	L9378
8108	L9380
8109	L9381
8110	L9382
8111	L9383
8112	L9384
8113	L9385
8114	L9387
8115	L9388
8116	L9389
8117	L9392
8118	L9394
8119	L9395
8120	L9396
8121	L9398
8122	L9399
8123	L9400
8124	L9401
8125	L9402
8126	L9404
8127	L9405
8128	L9407
8129	L9408
8130	L9409
8131	L9410
8132	L9411
8133	L9412
8134	L9413
8135	L9414
8136	L9415
8137	L9416
8138	L9418
8139	L9419
8140	L9420
8141	L9421
8142	L9422
8143	L9423
8144	L9425
8145	L9426
8146	L9427
8147	L9428
8148	L9429
8149	L9430
8150	L9431
8151	L9433
8152	L9434
8153	L9435
8154	L9436
8155	L9437
8156	L9438
8157	L9439
8158	L9441
8159	L9442
8160	L9444
8161	L9445
8162	L9446
8163	L9447
8164	L9448
8165	L9449
8166	L9450
8167	L9451
8168	L9452
8169	L9454
8170	L9455
8171	L9456
8172	L9457
8173	L9458
8174	L9459
8175	L9460
8176	L9461
8177	L9462
8178	L9463
8179	L9464
8180	L9465
8181	L9466
8182	L9467
8183	L9469
8184	L9470
8185	L9471
8186	L9472
8187	L9473
8188	L9474
8189	L9475
8190	L9477
8191	L9478
8192	L9479
8193	L9480
8194	L9481
8195	L9482
8196	L9484
8197	L9485
8198	L9486
8199	L9487
8200	L9488
8201	L9489
8202	L9490
8203	L9491
8204	L9493
8205	L9494
8206	L9497
8207	L9498
8208	L9499
8209	L9500
8210	L9501
8211	L9502
8212	L9503
8213	L9504
8214	L9505
8215	L9506
8216	L9507
8217	L9508
8218	L9509
8219	L9510
8220	L9511
8221	L9512
8222	L9513
8223	L9516
8224	L9517
8225	L9518
8226	L9519
8227	L9520
8228	L9523
8229	L9525
8230	L9527
8231	L9528
8232	L9529
8233	L9530
8234	L9531
8235	L9532
8236	L9533
8237	L9534
8238	L9535
8239	L9536
8240	L9537
8241	L9538
8242	L9539
8243	L9540
8244	L9541
8245	L9542
8246	L9544
8247	L9545
8248	L9546
8249	L9547
8250	L9548
8251	L9549
8252	L9550
8253	L9551
8254	L9552
8255	L9553
8256	L9555
8257	L9556
8258	L9557
8259	L9558
8260	L9559
8261	L9560
8262	L9562
8263	L9563
8264	L9564
8265	L9565
8266	L9566
8267	L9567
8268	L9568
8269	L9569
8270	L9570
8271	L9571
8272	L9572
8273	L9573
8274	L9574
8275	L9575
8276	L9576
8277	L9577
8278	L9579
8279	L9581
8280	L9582
8281	L9583
8282	L9584
8283	L9585
8284	L9586
8285	L9587
8286	L9588
8287	L9589
8288	L9590
8289	L9591
8290	L9592
8291	L9593
8292	L9594
8293	L9595
8294	L9596
8295	L9597
8296	L9598
8297	L9599
8298	L9600
8299	L9601
8300	L9602
8301	L9603
8302	L9606
8303	L9607
8304	L9608
8305	L9609
8306	L9610
8307	L9611
8308	L9612
8309	L9613
8310	L9614
8311	L9615
8312	L9616
8313	L9617
8314	L9618
8315	L9619
8316	L9620
8317	L9621
8318	L9622
8319	L9623
8320	L9624
8321	L9625
8322	L9626
8323	L9627
8324	L9628
8325	L9629
8326	L9630
8327	L9631
8328	L9632
8329	L9634
8330	L9635
8331	L9636
8332	L9637
8333	L9638
8334	L9639
8335	L9641
8336	L9642
8337	L9644
8338	L9645
8339	L9646
8340	L9647
8341	L9648
8342	L9649
8343	L9650
8344	L9651
8345	L9652
8346	L9653
8347	L9654
8348	L9655
8349	L9656
8350	L9657
8351	L9660
8352	L9661
8353	L9662
8354	L9663
8355	L9664
8356	L9665
8357	L9666
8358	L9667
8359	L9668
8360	L9669
8361	L9670
8362	L9671
8363	L9672
8364	L9673
8365	L9674
8366	L9675
8367	L9676
8368	L9677
8369	L9679
8370	L9680
8371	L9681
8372	L9682
8373	L9683
8374	L9684
8375	L9685
8376	L9686
8377	L9687
8378	L9688
8379	L9689
8380	L9690
8381	L9692
8382	L9694
8383	L9695
8384	L9696
8385	L9697
8386	L9698
8387	L9699
8388	L9700
8389	L9701
8390	L9703
8391	L9704
8392	L9705
8393	L9706
8394	L9707
8395	L9708
8396	L9709
8397	L9711
8398	L9712
8399	L9713
8400	L9715
8401	L9716
8402	L9717
8403	L9718
8404	L9720
8405	L9721
8406	L9722
8407	L9723
8408	L9724
8409	L9725
8410	L9727
8411	L9728
8412	L9729
8413	L9730
8414	L9732
8415	L9733
8416	L9734
8417	L9735
8418	L9736
8419	L9737
8420	L9738
8421	L9739
8422	L9740
8423	L9742
8424	L9743
8425	L9744
8426	L9745
8427	L9746
8428	L9747
8429	L9748
8430	L9749
8431	L9750
8432	L9751
8433	L9752
8434	L9753
8435	L9754
8436	L9755
8437	L9756
8438	L9757
8439	L9758
8440	L9760
8441	L9762
8442	L9763
8443	L9764
8444	L9765
8445	L9766
8446	L9767
8447	L9768
8448	L9769
8449	L9770
8450	L9771
8451	L9772
8452	L9773
8453	L9774
8454	L9775
8455	L9776
8456	L9777
8457	L9778
8458	L9779
8459	L9781
8460	L9783
8461	L9784
8462	L9785
8463	L9786
8464	L9787
8465	L9788
8466	L9790
8467	L9791
8468	L9792
8469	L9793
8470	L9794
8471	L9795
8472	L9796
8473	L9797
8474	L9798
8475	L9800
8476	L9801
8477	L9802
8478	L9803
8479	L9804
8480	L9805
8481	L9806
8482	L9807
8483	L9808
8484	L9809
8485	L9810
8486	L9811
8487	L9812
8488	L9813
8489	L9814
8490	L9815
8491	L9816
8492	L9817
8493	L9818
8494	L9819
8495	L9821
8496	L9822
8497	L9823
8498	L9824
8499	L9826
8500	L9827
8501	L9829
8502	L9830
8503	L9831
8504	L9832
8505	L9833
8506	L9834
8507	L9835
8508	L9836
8509	L9837
8510	L9838
8511	L9839
8512	L9840
8513	L9841
8514	L9842
8515	L9843
8516	L9844
8517	L9845
8518	L9846
8519	L9847
8520	L9848
8521	L9849
8522	L9851
8523	L9852
8524	L9853
8525	L9854
8526	L9855
8527	L9856
8528	L9858
8529	L9859
8530	L9861
8531	L9863
8532	L9864
8533	L9865
8534	L9866
8535	L9867
8536	L9869
8537	L9871
8538	L9872
8539	L9874
8540	L9875
8541	L9876
8542	L9877
8543	L9878
8544	L9879
8545	L9880
8546	L9881
8547	L9882
8548	L9883
8549	L9884
8550	L9886
8551	L9887
8552	L9888
8553	L9889
8554	L9890
8555	L9891
8556	L9892
8557	L9893
8558	L9894
8559	L9895
8560	L9896
8561	L9897
8562	L9899
8563	L9900
8564	L9901
8565	L9902
8566	L9903
8567	L9905
8568	L9906
8569	L9907
8570	L9908
8571	L9909
8572	L9911
8573	L9913
8574	L9914
8575	L9915
8576	L9916
8577	L9917
8578	L9918
8579	L9919
8580	L9921
8581	L9922
8582	L9923
8583	L9924
8584	L9926
8585	L9927
8586	L9929
8587	L9931
8588	L9932
8589	L9933
8590	L9934
8591	L9935
8592	L9936
8593	L9937
8594	L9938
8595	L9939
8596	L9940
8597	L9941
8598	L9942
8599	L9943
8600	L9944
8601	L9945
8602	L9946
8603	L9947
8604	L9948
8605	L9949
8606	L9951
8607	L9952
8608	L9953
8609	L9954
8610	L9955
8611	L9956
8612	L9958
8613	L9959
8614	L9960
8615	L9961
8616	L9962
8617	L9963
8618	L9964
8619	L9965
8620	L9966
8621	L9967
8622	L9968
8623	L9969
8624	L9970
8625	L9971
8626	L9973
8627	L9974
8628	L9975
8629	L9976
8630	L9977
8631	L9978
8632	L9980
8633	L9981
8634	L9983
8635	L9984
8636	L9985
8637	L9986
8638	L9987
8639	L9988
8640	L9989
8641	L9990
8642	L9991
8643	L9992
8644	L9993
8645	L9994
8646	L9995
8647	L9996
8648	L9997
8649	L9998
8650	L9999
8651	L10000
8652	L10001
8653	L10002
8654	L10003
8655	L10004
8656	L10005
8657	L10006
8658	L10007
8659	L10010
8660	L10011
8661	L10012
8662	L10013
8663	L10014
8664	L10015
8665	L10016
8666	L10017
8667	L10018
8668	L10019
8669	L10020
8670	L10021
8671	L10022
8672	L10023
8673	L10024
8674	L10025
8675	L10026
8676	L10027
8677	L10028
8678	L10030
8679	L10031
8680	L10033
8681	L10034
8682	L10035
8683	L10036
8684	L10037
8685	L10038
8686	L10039
8687	L10040
8688	L10041
8689	L10042
8690	L10043
8691	L10044
8692	L10045
8693	L10046
8694	L10047
8695	L10048
8696	L10050
8697	L10051
8698	L10052
8699	L10053
8700	L10054
8701	L10055
8702	L10056
8703	L10057
8704	L10058
8705	L10059
8706	L10060
8707	L10061
8708	L10062
8709	L10063
8710	L10064
8711	L10065
8712	L10066
8713	L10067
8714	L10068
8715	L10069
8716	L10070
8717	L10071
8718	L10072
8719	L10073
8720	L10074
8721	L10075
8722	L10076
8723	L10077
8724	L10078
8725	L10079
8726	L10081
8727	L10082
8728	L10083
8729	L10084
8730	L10085
8731	L10086
8732	L10087
8733	L10088
8734	L10089
8735	L10090
8736	L10092
8737	L10093
8738	L10094
8739	L10095
8740	L10096
8741	L10097
8742	L10098
8743	L10099
8744	L10100
8745	L10101
8746	L10102
8747	L10103
8748	L10104
8749	L10106
8750	L10107
8751	L10108
8752	L10109
8753	L10110
8754	L10111
8755	L10112
8756	L10113
8757	L10114
8758	L10115
8759	L10116
8760	L10117
8761	L10118
8762	L10119
8763	L10120
8764	L10122
8765	L10123
8766	L10124
8767	L10125
8768	L10127
8769	L10128
8770	L10129
8771	L10131
8772	L10132
8773	L10133
8774	L10134
8775	L10135
8776	L10136
8777	L10138
8778	L10139
8779	L10140
8780	L10141
8781	L10142
8782	L10143
8783	L10144
8784	L10145
8785	L10146
8786	L10147
8787	L10148
8788	L10149
8789	L10150
8790	L10151
8791	L10152
8792	L10153
8793	L10154
8794	L10156
8795	L10157
8796	L10158
8797	L10159
8798	L10160
8799	L10161
8800	L10162
8801	L10164
8802	L10166
8803	L10167
8804	L10168
8805	L10169
8806	L10170
8807	L10171
8808	L10172
8809	L10173
8810	L10174
8811	L10176
8812	L10177
8813	L10178
8814	L10179
8815	L10180
8816	L10181
8817	L10182
8818	L10184
8819	L10185
8820	L10186
8821	L10187
8822	L10188
8823	L10190
8824	L10191
8825	L10193
8826	L10194
8827	L10195
8828	L10196
8829	L10197
8830	L10198
8831	L10199
8832	L10200
8833	L10201
8834	L10203
8835	L10204
8836	L10206
8837	L10207
8838	L10208
8839	L10209
8840	L10210
8841	L10211
8842	L10212
8843	L10213
8844	L10214
8845	L10215
8846	L10216
8847	L10217
8848	L10218
8849	L10219
8850	L10220
8851	L10221
8852	L10222
8853	L10223
8854	L10225
8855	L10226
8856	L10227
8857	L10228
8858	L10230
8859	L10231
8860	L10232
8861	L10233
8862	L10234
8863	L10235
8864	L10236
8865	L10237
8866	L10238
8867	L10240
8868	L10241
8869	L10242
8870	L10244
8871	L10245
8872	L10246
8873	L10247
8874	L10249
8875	L10250
8876	L10251
8877	L10252
8878	L10253
8879	L10254
8880	L10255
8881	L10257
8882	L10259
8883	L10260
8884	L10261
8885	L10262
8886	L10263
8887	L10264
8888	L10265
8889	L10267
8890	L10268
8891	L10270
8892	L10271
8893	L10272
8894	L10273
8895	L10275
8896	L10276
8897	L10277
8898	L10278
8899	L10279
8900	L10280
8901	L10281
8902	L10282
8903	L10283
8904	L10284
8905	L10285
8906	L10286
8907	L10287
8908	L10288
8909	L10289
8910	L10290
8911	L10291
8912	L10292
8913	L10293
8914	L10294
8915	L10295
8916	L10296
8917	L10298
8918	L10299
8919	L10300
8920	L10301
8921	L10302
8922	L10303
8923	L10304
8924	L10305
8925	L10306
8926	L10308
8927	L10309
8928	L10310
8929	L10311
8930	L10312
8931	L10313
8932	L10314
8933	L10315
8934	L10316
8935	L10318
8936	L10319
8937	L10320
8938	L10321
8939	L10322
8940	L10323
8941	L10324
8942	L10325
8943	L10326
8944	L10328
8945	L10329
8946	L10330
8947	L10331
8948	L10332
8949	L10333
8950	L10334
8951	L10335
8952	L10359
8953	L10372
8954	L10388
8955	L10391
8956	L10392
8957	L10394
8958	L10432
8959	L10434
8960	L10436
8961	L10449
8962	L10450
8963	L10471
8964	L10479
8965	L10486
8966	L10487
8967	L10495
8968	L10502
8969	L10512
8970	L10513
8971	L10531
8972	L10535
8973	L10538
8974	L10541
8975	L10551
8976	L10567
8977	L10570
8978	L10589
8979	L10593
8980	L10620
8981	L10625
8982	L10628
8983	L10684
8984	L10685
8985	L10686
8986	L10691
8987	L10694
8988	L10711
8989	L10733
8990	L10742
8991	L10752
8992	L10756
8993	L10761
8994	L10764
8995	L10776
8996	L10784
8997	L10805
8998	L10812
8999	L10824
9000	L10834
9001	L10847
9002	L10853
9003	L10854
9004	L10870
9005	L10875
9006	L10879
9007	L10886
9008	L10889
9009	L10890
9010	L10908
9011	L10913
9012	L10916
9013	L10937
9014	L10938
9015	L10952
9016	L10963
9017	L10977
9018	L10994
9019	L11000
9020	L11002
9021	L11003
9022	L11020
9023	L11035
9024	L11036
9025	L11037
9026	L11054
9027	L11055
9028	L11058
9029	L11075
9030	L11080
9031	L11087
9032	L11089
9033	L11092
9034	L11098
9035	L11103
9036	L11108
9037	L11117
9038	L11118
9039	L11129
9040	L11130
9041	L11150
9042	L11162
9043	L11178
9044	L11196
9045	L11197
9046	L11198
9047	L11199
9048	L11201
9049	L11204
9050	L11205
9051	L11206
9052	L11207
9053	L11208
9054	L11221
9055	L11235
9056	L11249
9057	L11250
9058	L11254
9059	L11257
9060	L11262
9061	L11263
9062	L11264
9063	L11266
9064	L11272
9065	L11279
9066	L11286
9067	L11288
9068	L11292
9069	L11293
9070	L11296
9071	L11302
9072	L11304
9073	L11305
9074	L11306
9075	L11308
9076	L11309
9077	L11311
9078	L11312
9079	L11317
9080	L11318
9081	L11326
9082	L11332
9083	L11340
9084	L11341
9085	L11348
9086	L11350
9087	L11351
9088	L11354
9089	L11359
9090	L11360
9091	L11364
9092	L11365
9093	L11366
9094	L11367
9095	L11368
9096	L11369
9097	L11380
9098	L11383
9099	L11384
9100	L11388
9101	L11389
9102	L11397
9103	L11398
9104	L11399
9105	L11404
9106	L11408
9107	L11419
9108	L11424
9109	L11427
9110	L11430
9111	L11432
9112	L11434
9113	L11435
9114	L11442
9115	L11445
9116	L11447
9117	L11448
9118	L11450
9119	L11451
9120	L11453
9121	L11454
9122	L11456
9123	L11458
9124	L11465
9125	L11471
9126	L11473
9127	L11478
9128	L11482
9129	L11484
9130	L11490
9131	L11492
9132	L11493
9133	L11494
9134	L11499
9135	L11502
9136	L11510
9137	L11511
9138	L11518
9139	L11526
9140	L11528
9141	L11529
9142	L11530
9143	L11538
9144	L11541
9145	L11542
9146	L11545
9147	L11550
9148	L11551
9149	L11553
9150	L11555
9151	L11558
9152	L11559
9153	L11560
9154	L11563
9155	L11568
9156	L11570
9157	L11571
9158	L11572
9159	L11573
9160	L11574
9161	L11575
9162	L11576
9163	L11577
9164	L11578
9165	L11579
9166	L11580
9167	L11581
9168	L11582
9169	L11583
9170	L11584
9171	L11585
9172	L11586
9173	L11587
9174	L11588
9175	L11589
9176	L11590
9177	L11591
9178	L11592
9179	L11593
9180	L11594
9181	L11595
9182	L11596
9183	L11597
9184	L11598
9185	L11599
9186	L11600
9187	L11601
9188	L11602
9189	L11603
9190	L11604
9191	L11606
9192	L11607
9193	L11608
9194	L11610
9195	L11611
9196	L11612
9197	L11613
9198	L11614
9199	L11615
9200	L11617
9201	L11618
9202	L11619
9203	L11620
9204	L11621
9205	L11622
9206	L11623
9207	L11624
9208	L11625
9209	L11626
9210	L11627
9211	L11628
9212	L11629
9213	L11630
9214	L11632
9215	L11633
9216	L11634
9217	L11636
9218	L11637
9219	L11638
9220	L11639
9221	L11640
9222	L11641
9223	L11642
9224	L11643
9225	L11645
9226	L11646
9227	L11647
9228	L11648
9229	L11649
9230	L11650
9231	L11651
9232	L11652
9233	L11653
9234	L11654
9235	L11655
9236	L11656
9237	L11657
9238	L11658
9239	L11659
9240	L11660
9241	L11661
9242	L11662
9243	L11663
9244	L11665
9245	L11666
9246	L11667
9247	L11668
9248	L11670
9249	L11671
9250	L11672
9251	L11673
9252	L11674
9253	L11676
9254	L11677
9255	L11678
9256	L11679
9257	L11680
9258	L11681
9259	L11682
9260	L11683
9261	L11684
9262	L11685
9263	L11686
9264	L11687
9265	L11688
9266	L11689
9267	L11690
9268	L11691
9269	L11692
9270	L11693
9271	L11694
9272	L11695
9273	L11696
9274	L11697
9275	L11699
9276	L11700
9277	L11701
9278	L11702
9279	L11703
9280	L11704
9281	L11705
9282	L11706
9283	L11707
9284	L11708
9285	L11709
9286	L11710
9287	L11711
9288	L11712
9289	L11713
9290	L11714
9291	L11715
9292	L11716
9293	L11717
9294	L11718
9295	L11719
9296	L11720
9297	L11721
9298	L11723
9299	L11724
9300	L11725
9301	L11726
9302	L11727
9303	L11728
9304	L11729
9305	L11730
9306	L11731
9307	L11732
9308	L11733
9309	L11734
9310	L11735
9311	L11736
9312	L11737
9313	L11738
9314	L11740
9315	L11741
9316	L11743
9317	L11744
9318	L11745
9319	L11746
9320	L11747
9321	L11748
9322	L11750
9323	L11751
9324	L11752
9325	L11754
9326	L11755
9327	L11756
9328	L11757
9329	L11758
9330	L11759
9331	L11760
9332	L11761
9333	L11762
9334	L11764
9335	L11765
9336	L11766
9337	L11767
9338	L11768
9339	L11769
9340	L11770
9341	L11771
9342	L11772
9343	L11773
9344	L11774
9345	L11775
9346	L11776
9347	L11777
9348	L11778
9349	L11779
9350	L11780
9351	L11781
9352	L11782
9353	L11783
9354	L11784
9355	L11785
9356	L11786
9357	L11787
9358	L11788
9359	L11789
9360	L11790
9361	L11791
9362	L11792
9363	L11793
9364	L11794
9365	L11795
9366	L11796
9367	L11797
9368	L11798
9369	L11799
9370	L11800
9371	L11801
9372	L11802
9373	L11803
9374	L11804
9375	L11805
9376	L11806
9377	L11807
9378	L11808
9379	L11809
9380	L11810
9381	L11811
9382	L11812
9383	L11813
9384	L11814
9385	L11816
9386	L11817
9387	L11818
9388	L11819
9389	L11820
9390	L11821
9391	L11822
9392	L11823
9393	L11824
9394	L11825
9395	L11826
9396	L11827
9397	L11828
9398	L11829
9399	L11830
9400	L11831
9401	L11832
9402	L11833
9403	L11834
9404	L11835
9405	L11836
9406	L11837
9407	L11838
9408	L11839
9409	L11840
9410	L11841
9411	L11842
9412	L11844
9413	L11845
9414	L11846
9415	L11847
9416	L11848
9417	L11849
9418	L11850
9419	L11851
9420	L11852
9421	L11853
9422	L11854
9423	L11855
9424	L11856
9425	L11857
9426	L11858
9427	L11859
9428	L11860
9429	L11861
9430	L11862
9431	L11863
9432	L11864
9433	L11865
9434	L11866
9435	L11867
9436	L11868
9437	L11869
9438	L11870
9439	L11871
9440	L11872
9441	L11873
9442	L11874
9443	L11875
9444	L11876
9445	L11877
9446	L11878
9447	L11879
9448	L11880
9449	L11881
9450	L11882
9451	L11883
9452	L11884
9453	L11885
9454	L11886
9455	L11887
9456	L11888
9457	L11889
9458	L11890
9459	L11891
9460	L11892
9461	L11893
9462	L11894
9463	L11895
9464	L11896
9465	L11897
9466	L11898
9467	L11899
9468	L11901
9469	L11902
9470	L11903
9471	L11904
9472	L11905
9473	L11906
9474	L11908
9475	L11909
9476	L11910
9477	L11911
9478	L11912
9479	L11913
9480	L11914
9481	L11915
9482	L11916
9483	L11917
9484	L11918
9485	L11919
9486	L11921
9487	L11922
9488	L11924
9489	L11925
9490	L11926
9491	L11927
9492	L11928
9493	L11929
9494	L11930
9495	L11931
9496	L11932
9497	L11933
9498	L11934
9499	L11935
9500	L11936
9501	L11937
9502	L11939
9503	L11940
9504	L11941
9505	L11942
9506	L11943
9507	L11944
9508	L11945
9509	L11946
9510	L11947
9511	L11948
9512	L11949
9513	L11950
9514	L11951
9515	L11952
9516	L11953
9517	L11954
9518	L11955
9519	L11956
9520	L11957
9521	L11959
9522	L11960
9523	L11961
9524	L11962
9525	L11963
9526	L11964
9527	L11965
9528	L11966
9529	L11967
9530	L11968
9531	L11969
9532	L11970
9533	L11971
9534	L11973
9535	L11974
9536	L11975
9537	L11976
9538	L11977
9539	L11978
9540	L11979
9541	L11980
9542	L11981
9543	L11982
9544	L11984
9545	L11985
9546	L11986
9547	L11988
9548	L11989
9549	L11990
9550	L11991
9551	L11992
9552	L11993
9553	L11994
9554	L11995
9555	L11996
9556	L11997
9557	L11998
9558	L11999
9559	L12000
9560	L12001
9561	L12003
9562	L12005
9563	L12006
9564	L12007
9565	L12008
9566	L12009
9567	L12010
9568	L12011
9569	L12012
9570	L12013
9571	L12014
9572	L12015
9573	L12016
9574	L12017
9575	L12018
9576	L12019
9577	L12021
9578	L12022
9579	L12023
9580	L12024
9581	L12025
9582	L12026
9583	L12027
9584	L12028
9585	L12029
9586	L12030
9587	L12031
9588	L12032
9589	L12033
9590	L12034
9591	L12035
9592	L12036
9593	L12037
9594	L12038
9595	L12039
9596	L12040
9597	L12041
9598	L12042
9599	L12043
9600	L12044
9601	L12045
9602	L12047
9603	L12048
9604	L12049
9605	L12050
9606	L12051
9607	L12052
9608	L12053
9609	L12055
9610	L12056
9611	L12057
9612	L12058
9613	L12059
9614	L12060
9615	L12061
9616	L12062
9617	L12063
9618	L12064
9619	L12065
9620	L12066
9621	L12067
9622	L12068
9623	L12069
9624	L12070
9625	L12071
9626	L12072
9627	L12073
9628	L12074
9629	L12075
9630	L12076
9631	L12077
9632	L12078
9633	L12079
9634	L12080
9635	L12081
9636	L12082
9637	L12084
9638	L12085
9639	L12086
9640	L12087
9641	L12088
9642	L12089
9643	L12090
9644	L12091
9645	L12092
9646	L12093
9647	L12094
9648	L12095
9649	L12097
9650	L12098
9651	L12099
9652	L12100
9653	L12101
9654	L12102
9655	L12103
9656	L12104
9657	L12105
9658	L12106
9659	L12107
9660	L12108
9661	L12109
9662	L12110
9663	L12111
9664	L12112
9665	L12113
9666	L12114
9667	L12115
9668	L12116
9669	L12117
9670	L12118
9671	L12119
9672	L12120
9673	L12122
9674	L12123
9675	L12124
9676	L12125
9677	L12126
9678	L12127
9679	L12128
9680	L12129
9681	L12130
9682	L12131
9683	L12132
9684	L12133
9685	L12134
9686	L12135
9687	L12136
9688	L12137
9689	L12138
9690	L12139
9691	L12140
9692	L12141
9693	L12142
9694	L12143
9695	L12144
9696	L12145
9697	L12146
9698	L12147
9699	L12148
9700	L12149
9701	L12150
9702	L12151
9703	L12152
9704	L12153
9705	L12154
9706	L12155
9707	L12156
9708	L12157
9709	L12158
9710	L12159
9711	L12160
9712	L12161
9713	L12162
9714	L12163
9715	L12164
9716	L12165
9717	L12166
9718	L12167
9719	L12168
9720	L12169
9721	L12170
9722	L12171
9723	L12172
9724	L12173
9725	L12174
9726	L12175
9727	L12176
9728	L12177
9729	L12178
9730	L12179
9731	L12180
9732	L12183
9733	L12184
9734	L12185
9735	L12186
9736	L12187
9737	L12188
9738	L12189
9739	L12190
9740	L12191
9741	L12192
9742	L12193
9743	L12194
9744	L12195
9745	L12196
9746	L12197
9747	L12199
9748	L12200
9749	L12201
9750	L12202
9751	L12203
9752	L12204
9753	L12205
9754	L12206
9755	L12207
9756	L12208
9757	L12209
9758	L12210
9759	L12211
9760	L12212
9761	L12213
9762	L12214
9763	L12215
9764	L12216
9765	L12217
9766	L12218
9767	L12219
9768	L12220
9769	L12221
9770	L12222
9771	L12223
9772	L12224
9773	L12225
9774	L12227
9775	L12228
9776	L12229
9777	L12230
9778	L12231
9779	L12232
9780	L12233
9781	L12234
9782	L12235
9783	L12236
9784	L12237
9785	L12238
9786	L12239
9787	L12241
9788	L12242
9789	L12243
9790	L12244
9791	L12245
9792	L12246
9793	L12247
9794	L12248
9795	L12249
9796	L12250
9797	L12251
9798	L12252
9799	L12253
9800	L12254
9801	L12255
9802	L12256
9803	L12257
9804	L12258
9805	L12259
9806	L12260
9807	L12262
9808	L12263
9809	L12264
9810	L12265
9811	L12266
9812	L12267
9813	L12268
9814	L12269
9815	L12270
9816	L12271
9817	L12272
9818	L12273
9819	L12274
9820	L12275
9821	L12277
9822	L12278
9823	L12279
9824	L12280
9825	L12281
9826	L12282
9827	L12283
9828	L12284
9829	L12285
9830	L12287
9831	L12288
9832	L12290
9833	L12291
9834	L12292
9835	L12293
9836	L12294
9837	L12295
9838	L12296
9839	L12297
9840	L12298
9841	L12299
9842	L12300
9843	L12301
9844	L12302
9845	L12303
9846	L12304
9847	L12305
9848	L12306
9849	L12307
9850	L12308
9851	L12309
9852	L12310
9853	L12311
9854	L12312
9855	L12313
9856	L12314
9857	L12315
9858	L12316
9859	L12317
9860	L12318
9861	L12319
9862	L12320
9863	L12321
9864	L12322
9865	L12323
9866	L12324
9867	L12325
9868	L12326
9869	L12327
9870	L12328
9871	L12329
9872	L12330
9873	L12331
9874	L12333
9875	L12335
9876	L12336
9877	L12337
9878	L12338
9879	L12339
9880	L12340
9881	L12341
9882	L12342
9883	L12343
9884	L12344
9885	L12345
9886	L12346
9887	L12347
9888	L12348
9889	L12349
9890	L12350
9891	L12352
9892	L12353
9893	L12354
9894	L12355
9895	L12356
9896	L12357
9897	L12358
9898	L12359
9899	L12360
9900	L12361
9901	L12362
9902	L12363
9903	L12364
9904	L12365
9905	L12366
9906	L12367
9907	L12368
9908	L12369
9909	L12371
9910	L12372
9911	L12373
9912	L12374
9913	L12375
9914	L12376
9915	L12377
9916	L12378
9917	L12380
9918	L12381
9919	L12382
9920	L12384
9921	L12385
9922	L12386
9923	L12387
9924	L12388
9925	L12389
9926	L12390
9927	L12391
9928	L12392
9929	L12393
9930	L12394
9931	L12395
9932	L12396
9933	L12397
9934	L12398
9935	L12399
9936	L12400
9937	L12401
9938	L12402
9939	L12403
9940	L12404
9941	L12405
9942	L12406
9943	L12407
9944	L12408
9945	L12409
9946	L12410
9947	L12411
9948	L12412
9949	L12414
9950	L12415
9951	L12416
9952	L12417
9953	L12418
9954	L12419
9955	L12420
9956	L12421
9957	L12422
9958	L12424
9959	L12425
9960	L12426
9961	L12427
9962	L12428
9963	L12429
9964	L12430
9965	L12431
9966	L12432
9967	L12433
9968	L12434
9969	L12435
9970	L12437
9971	L12438
9972	L12439
9973	L12440
9974	L12441
9975	L12442
9976	L12443
9977	L12444
9978	L12445
9979	L12446
9980	L12447
9981	L12448
9982	L12449
9983	L12451
9984	L12452
9985	L12453
9986	L12454
9987	L12455
9988	L12456
9989	L12457
9990	L12458
9991	L12459
9992	L12460
9993	L12461
9994	L12462
9995	L12463
9996	L12464
9997	L12465
9998	L12467
9999	L12468
10000	L12469
10001	L12470
10002	L12472
10003	L12473
10004	L12474
10005	L12475
10006	L12476
10007	L12477
10008	L12478
10009	L12479
10010	L12480
10011	L12481
10012	L12482
10013	L12483
10014	L12484
10015	L12485
10016	L12486
10017	L12487
10018	L12488
10019	L12489
10020	L12490
10021	L12491
10022	L12492
10023	L12493
10024	L12494
10025	L12495
10026	L12496
10027	L12497
10028	L12498
10029	L12499
10030	L12500
10031	L12501
10032	L12502
10033	L12503
10034	L12505
10035	L12507
10036	L12508
10037	L12510
10038	L12511
10039	L12512
10040	L12514
10041	L12515
10042	L12516
10043	L12518
10044	L12519
10045	L12520
10046	L12521
10047	L12522
10048	L12523
10049	L12524
10050	L12525
10051	L12526
10052	L12527
10053	L12528
10054	L12529
10055	L12530
10056	L12531
10057	L12532
10058	L12533
10059	L12534
10060	L12535
10061	L12536
10062	L12537
10063	L12538
10064	L12539
10065	L12540
10066	L12541
10067	L12542
10068	L12543
10069	L12544
10070	L12545
10071	L12546
10072	L12547
10073	L12548
10074	L12549
10075	L12550
10076	L12551
10077	L12552
10078	L12553
10079	L12554
10080	L12555
10081	L12556
10082	L12557
10083	L12558
10084	L12559
10085	L12560
10086	L12561
10087	L12562
10088	L12563
10089	L12564
10090	L12566
10091	L12567
10092	L12568
10093	L12569
10094	L12570
10095	L12571
10096	L12572
10097	L12573
