"","V1","V2","V3"
"1",-0.0941717872682935,0.0391922396241199,-0.0195616817757381
"2",-0.0935712099268224,0.0380588021869022,-0.011542965411994
"3",-0.0928684374114747,0.0379108075661524,0.0199807465680076
"4",-0.0930176280869945,0.0385988092159055,0.00375860613181348
"5",-0.0297285154493258,-0.353407086185697,-0.0601071632235192
"6",-0.090237409542809,0.0361790919313704,-0.00129816039059807
"7",-0.093531088222368,0.0384385586957782,-0.0153572073350155
"8",-0.0898926400992908,0.0383178887373401,0.00334292148536162
"9",-0.0918195536266544,0.0342475366163988,0.00802389309459167
"10",-0.0924727286078125,0.0377242567528536,0.0303151685440749
"11",-0.0933291371646672,0.0381577077577546,0.00102995447437836
"12",-0.0919401882938345,0.0385000529205184,0.00683548111584394
"13",-0.0929841521866127,0.0379248745095197,0.0250115063934257
"14",-0.0937608968278975,0.0392737749728642,-0.0160301006302845
"15",-0.0721467135909267,0.0264491681657976,0.0221192205402363
"16",-0.0778172270734205,0.0336822308082649,-0.0063418475534807
"17",-0.090226095423438,0.0381760608109837,0.00475805529402958
"18",-0.0942445536600749,0.0389544537232198,-0.0208187079407936
"19",-0.0753310637606846,0.0308876714402557,-0.00502622438847629
"20",0.13734912100945,0.0143828016494328,0.00253998497099317
"21",0.137736728757194,0.0148647435427849,0.00481695813059496
"22",0.14058295603208,0.0150374244974684,0.00890784061928802
"23",0.135774961135637,0.0158022524747244,0.00409302915706542
"24",-0.0925509558540702,0.0379794462381238,0.0314536485901288
"25",0.142207778416682,0.0143486161491622,0.0172051186722815
"26",0.141148431268194,0.0147456736878818,0.00243661859174534
"27",0.14062429727143,0.0147768261914861,-0.0150599423624771
"28",0.14151407890082,0.0147691514957945,0.00753225642816397
"29",0.141162744728203,0.0142511823049019,-0.000944378342317324
"30",0.128980331072303,0.0167789642681704,0.00496193418280302
"31",0.140829952691278,0.0137734285069405,0.0199992193601873
"32",0.141213215947745,0.0132419948656424,0.0103890157481726
"33",0.140210408120774,0.0143661109034515,-0.0092643198778255
"34",0.140235381815609,0.0150912958274885,-0.0150500813070435
"35",0.132275157448182,0.0170312549384008,-0.00455454730891624
"36",0.134805754883231,0.0156438421273415,-0.00195053873780212
"37",0.141298668363795,0.0145869208680643,0.00673555037396156
"38",0.0547178912493673,0.03011085503518,0.00380531000065777
"39",0.138429129560404,0.016485775291612,-0.00188741851499217
"40",0.114272489005564,0.0199872553347094,0.00430788081150351
"41",0.140825370116316,0.015168099535291,-0.00961683152865388
"42",0.139225715221868,0.0145012760489451,0.0143945682373397
"43",0.138599532717397,0.0151790438610007,0.00184374737159396
"44",0.140564288486952,0.0134587082972459,0.00787398411758505
"45",-0.0598188557810473,0.0322629754196661,-0.0070837002977493
"46",-0.0938748366079652,0.0393150164034206,-0.0140737716361653
"47",-0.0931397443487238,0.0384234810152067,0.0126677067108278
"48",-0.0927623651194659,0.0380458925711417,0.0238521338030179
"49",-0.0293434537016951,-0.352332629919336,-0.0560902338323178
"50",-0.0509733382107955,0.0245899662009302,0.0674203962718958
"51",-0.0344337894385753,-0.230800402664729,0.688727300362105
"52",-0.0297103227830859,-0.352524962456153,-0.0570717578230061
"53",-0.0498661684081013,0.0250532474632225,0.146352149430158
"54",-0.0934033477759962,0.0389779378799928,-0.00512011840940691
"55",-0.0906500458876803,0.0377456173755832,0.000197624755105901
"56",-0.0678469369284184,0.0376359419589447,0.00606073133290749
"57",-0.0934957599425801,0.0385193830993809,0.00651069771132306
"58",-0.0925394176162527,0.0380806305663292,0.0263285448181106
"59",-0.0293407869311209,-0.35398602474578,-0.0585506867380327
"60",-0.0301059820519272,-0.354768431316091,-0.060706413422028
"61",-0.0295398821823205,-0.352820351714346,-0.0711719443404501
"62",0.0229802328741322,-0.00390503863651213,0.674669673595301
"63",-0.0296816732173452,-0.350863727128269,-0.0634608974942354
"64",-0.0936489347766798,0.0388365021364123,-0.00312260288705921
"65",-0.0918295304606524,0.0375349707872521,0.0257517858423417
"66",-0.0934109533015375,0.0380745821468199,0.00732141134175468
"67",0.137168286697423,0.0157464349323276,0.00385711074167641
"68",-0.0942376396928676,0.0394590308755518,-0.0137624166723902
"69",-0.0928871052739191,0.0380891329770497,0.0302823851930003
"70",-0.0941614180493587,0.0393167664533849,-0.0148656475195524
"71",-0.0936134970996801,0.0384352125701592,0.00588589717048784
"72",-0.0936436835080676,0.0388950247583029,0.000498911661802046
"73",-0.0937965549608495,0.0390289638141646,-0.00505126208635995
"74",-0.0868902496185323,0.0382242397192887,0.00557556916075171
"75",0.139424002457821,0.0140899121430677,0.00230817458372081
"76",-0.0934233841408449,0.0385099434713135,0.00486457286616925
"77",-0.0922818853277473,0.038112146288081,0.0270065023437654
"78",-0.092243606277646,0.0386983067661457,-0.0128655511330055
"79",0.125863800237357,0.0176280544885975,-0.00790680034534829
"80",0.136915762716613,0.0145944671681129,-0.000910260661208904
"81",0.106815382039333,0.0238372171210696,-0.00479847976964097
"82",0.124148012334301,0.00983865737701903,0.0429758864075271
"83",-0.0795784753621968,0.0285739443035134,0.0174170903504302
"84",0.113919348120504,0.0171806937793659,-0.000580853313420896
"85",-0.0828355525661355,0.0363819048598714,-0.0184359591734727
"86",-0.0758969630309998,0.0366945574811366,-0.0114321432600262
"87",0.117328748713139,0.0192330732943918,-0.00195525979648556
"88",0.133551198937601,0.0169441434705826,-0.0029529087769432
"89",-0.0778787005202039,0.0374345006225635,-0.0365184686700148
"90",0.0864030083916909,0.026803183935052,-0.01942116869941
"91",0.118934885279362,0.0106122746272887,0.036173383920853
"92",-0.0746000654093898,0.0258354415789792,0.00458525802430336
"93",0.124500018129891,0.0142325133329431,0.0233990029060525
