lind	locus
1073	L13281
1074	L13286
1075	L13290
1076	L13311
1077	L13314
1078	L13321
1079	L13326
1080	L13329
1081	L13333
1082	L13336
1083	L13348
1084	L13355
1085	L13385
1086	L13411
1087	L13430
1088	L13431
1089	L13436
1090	L13452
1091	L13457
1092	L13473
1093	L13502
1094	L13505
1095	L13540
1096	L13551
1097	L13585
1098	L13597
1099	L13625
1100	L13640
1101	L13648
1102	L13652
1103	L13724
1104	L13732
1105	L13742
1106	L13744
1107	L13756
1108	L13762
1109	L13790
1110	L13804
1111	L13805
1112	L13815
1113	L13825
1114	L13827
1115	L13874
1116	L13881
1117	L13885
1118	L13890
1119	L13903
1120	L13910
1121	L13922
1122	L13957
1123	L13962
1124	L13967
1125	L13986
1126	L13988
1127	L13993
1128	L13999
1129	L14002
1130	L14005
1131	L14007
1132	L14008
1133	L14019
1134	L14030
1135	L14031
1136	L14034
1137	L14069
1138	L14075
1139	L14141
1140	L14142
1141	L14143
1142	L14149
1143	L14152
1144	L14166
1145	L14169
1146	L14172
1147	L14174
1148	L14176
1149	L14180
1150	L14181
1151	L14192
1152	L14212
1153	L14218
1154	L14236
1155	L14241
1156	L14249
1157	L14274
1158	L14283
1159	L14292
1160	L14297
1161	L14305
1162	L14320
1163	L14321
1164	L14323
1165	L14343
1166	L14353
1167	L14359
1168	L14365
1169	L14382
1170	L14388
1171	L14391
1172	L14407
1173	L14412
1174	L14417
1175	L14421
1176	L14504
1177	L14507
1178	L14541
1179	L14561
1180	L14584
1181	L14592
1182	L14602
1183	L14603
1184	L14606
1185	L14612
1186	L14620
1187	L14629
1188	L14635
1189	L14650
1190	L14655
1191	L14656
1192	L14682
1193	L14686
1194	L14689
1195	L14712
1196	L14726
1197	L14740
1198	L14745
1199	L14747
1200	L14756
1201	L14766
1202	L14781
1203	L14789
1204	L14800
1205	L14827
1206	L14844
1207	L14849
1208	L14866
1209	L14867
1210	L14876
1211	L14879
1212	L14881
1213	L14891
1214	L14915
1215	L14923
1216	L14935
1217	L14949
1218	L14952
1219	L14956
1220	L14978
1221	L14979
1222	L14990
1223	L14992
1224	L14995
1225	L15002
1226	L15003
1227	L15009
1228	L15029
1229	L15033
1230	L15047
1231	L15050
1232	L15070
1233	L15071
1234	L15085
1235	L15104
1236	L15121
1237	L15139
1238	L15143
1239	L15158
1240	L15176
1241	L15177
1242	L15205
1243	L15209
1244	L15219
1245	L15220
1246	L15227
1247	L15237
1248	L15249
1249	L15266
1250	L15276
1251	L15287
1252	L15290
1253	L15291
1254	L15313
1255	L15314
1256	L15317
1257	L15328
1258	L15330
1259	L15364
1260	L15365
1261	L15458
1262	L15463
1263	L15475
1264	L15503
1265	L15552
1266	L15556
1267	L15558
1268	L15562
1269	L15569
1270	L15664
1271	L15731
1272	L15736
1273	L15764
1274	L15770
1275	L15783
1276	L15789
1277	L15793
1278	L15797
1279	L15808
1280	L15811
1281	L15812
1282	L15813
1283	L15816
1284	L15819
1285	L15820
1286	L15831
1287	L15863
1288	L15877
1289	L15886
1290	L15887
1291	L15890
1292	L15901
1293	L15902
1294	L15911
1295	L15914
1296	L15921
1297	L15926
1298	L15931
1299	L15946
1300	L15953
1301	L15969
1302	L15973
1303	L15975
1304	L15981
1305	L15986
1306	L15996
1307	L16001
1308	L16003
1309	L16015
1310	L16023
1311	L16028
1312	L16042
1313	L16049
1314	L16064
1315	L16106
1316	L16131
1317	L16143
1318	L16146
1319	L16156
1320	L16168
1321	L16169
1322	L16176
1323	L16188
1324	L16189
1325	L16198
1326	L16200
1327	L16210
1328	L16260
1329	L16299
1330	L16339
1331	L16411
1332	L16439
1333	L16611
1334	L16664
1335	L16702
1336	L16754
1337	L16773
1338	L16781
1339	L16788
1340	L16793
1341	L16795
1342	L16797
1343	L16879
1344	L16889
1345	L16909
1346	L16974
1347	L16985
1348	L16995
1349	L17066
1350	L17137
1351	L17178
1352	L17180
1353	L17246
1354	L17257
1355	L17262
1356	L17322
1357	L17348
1358	L17361
1359	L17381
1360	L17388
1361	L17433
1362	L17438
1363	L17446
1364	L17448
1365	L17454
1366	L17468
1367	L17470
1368	L17472
1369	L17494
1370	L17501
1371	L17514
1372	L17531
1373	L17532
1374	L17545
1375	L17547
1376	L17559
1377	L17577
1378	L17578
1379	L17584
1380	L17585
1381	L17588
1382	L17594
1383	L17595
1384	L17598
1385	L17605
1386	L17609
1387	L17613
1388	L17632
1389	L17637
1390	L17643
1391	L17665
1392	L17670
1393	L17692
1394	L17699
1395	L17708
1396	L17719
1397	L17721
1398	L17745
1399	L17776
1400	L17789
1401	L17801
1402	L17812
1403	L17860
1404	L17862
1405	L17870
1406	L17874
1407	L17880
1408	L17885
1409	L17897
1410	L17965
1411	L17966
1412	L17970
1413	L17991
1414	L17995
1415	L18006
1416	L18008
1417	L18017
1418	L18046
1419	L18047
1420	L18055
1421	L18107
1422	L18120
1423	L18192
1424	L18202
1425	L18211
1426	L18220
1427	L18228
1428	L18236
1429	L18239
1430	L18245
1431	L18257
1432	L18269
1433	L18270
1434	L18272
1435	L18279
1436	L18300
1437	L18305
1438	L18318
1439	L18333
1440	L18335
1441	L18366
1442	L18370
1443	L18371
1444	L18373
1445	L18400
1446	L18413
1447	L18414
1448	L18420
1449	L18422
1450	L18423
1451	L18452
1452	L18460
1453	L18464
1454	L18469
1455	L18483
1456	L18490
1457	L18500
1458	L18504
1459	L18511
1460	L18525
1461	L18542
1462	L18552
1463	L18562
1464	L18566
1465	L18570
1466	L18578
1467	L18594
1468	L18600
1469	L18603
1470	L18634
1471	L18639
1472	L18641
1473	L18653
1474	L18662
1475	L18665
1476	L18678
1477	L18683
1478	L18694
1479	L18702
1480	L18706
1481	L18720
1482	L18742
1483	L18744
1484	L18747
1485	L18763
1486	L18792
1487	L18808
1488	L18809
1489	L18811
1490	L18813
1491	L18876
1492	L18899
1493	L18911
1494	L18951
1495	L18966
1496	L18972
1497	L18975
1498	L18979
1499	L18985
1500	L18988
1501	L18991
1502	L19000
1503	L19003
1504	L19025
1505	L19035
1506	L19042
1507	L19051
1508	L19056
1509	L19064
1510	L19077
1511	L19083
1512	L19085
1513	L19091
1514	L19102
1515	L19121
1516	L19125
1517	L19132
1518	L19149
1519	L19156
1520	L19166
1521	L19183
1522	L19189
1523	L19195
1524	L19197
1525	L19207
1526	L19208
1527	L19218
1528	L19229
1529	L19238
1530	L19251
1531	L19274
1532	L19284
1533	L19305
1534	L19308
1535	L19316
1536	L19331
1537	L19347
1538	L19352
1539	L19373
1540	L19386
1541	L19390
1542	L19407
1543	L19421
1544	L19429
1545	L19442
1546	L19460
1547	L19486
1548	L19505
1549	L19509
1550	L19519
1551	L19526
1552	L19531
1553	L19534
1554	L19536
1555	L19546
1556	L19554
1557	L19591
1558	L19602
1559	L19608
1560	L19643
1561	L19648
1562	L19651
1563	L19655
1564	L19658
1565	L19676
1566	L19679
1567	L19697
1568	L19700
1569	L19723
1570	L19726
1571	L19728
1572	L19730
1573	L19739
1574	L19757
1575	L19758
1576	L19760
1577	L19768
1578	L19776
1579	L19778
1580	L19787
1581	L19801
1582	L19827
1583	L19859
1584	L19873
1585	L19888
1586	L19901
1587	L19903
1588	L19934
1589	L19937
1590	L19938
1591	L19939
1592	L19945
1593	L19948
1594	L19949
1595	L19950
1596	L19951
1597	L19952
1598	L19954
1599	L19961
1600	L19979
1601	L19984
1602	L19987
1603	L20004
1604	L20030
1605	L20036
1606	L20039
1607	L20040
1608	L20051
1609	L20064
1610	L20074
1611	L20076
1612	L20082
1613	L20085
1614	L20104
1615	L20119
1616	L20144
1617	L20173
1618	L20183
1619	L20186
1620	L20193
1621	L20232
1622	L20255
1623	L20256
1624	L20271
1625	L20303
1626	L20320
1627	L20322
1628	L20374
1629	L20392
1630	L20422
1631	L20449
1632	L20473
1633	L20478
1634	L20516
1635	L20517
1636	L20525
1637	L20526
1638	L20527
1639	L20534
1640	L20535
1641	L20552
1642	L20553
1643	L20567
1644	L20570
1645	L20574
1646	L20589
1647	L20596
1648	L20600
1649	L20610
1650	L20651
1651	L20684
1652	L20700
1653	L20708
1654	L20710
1655	L20734
1656	L20779
1657	L20780
1658	L20807
1659	L20812
1660	L20826
1661	L20834
1662	L20835
1663	L20857
1664	L20862
1665	L20878
1666	L20895
1667	L20914
1668	L20918
1669	L20941
1670	L20944
1671	L20950
1672	L20952
1673	L20953
1674	L20975
1675	L20978
1676	L20999
1677	L21032
1678	L21039
1679	L21045
1680	L21050
1681	L21052
1682	L21080
1683	L21082
1684	L21085
1685	L21099
1686	L21104
1687	L21135
1688	L21137
1689	L21139
1690	L21146
1691	L21147
1692	L21153
1693	L21192
1694	L21193
1695	L21197
1696	L21201
1697	L21210
1698	L21216
1699	L21226
1700	L21240
1701	L21256
1702	L21257
1703	L21266
1704	L21267
1705	L21280
1706	L21292
1707	L21295
1708	L21309
1709	L21312
1710	L21314
1711	L21315
1712	L21316
1713	L21323
1714	L21347
1715	L21352
1716	L21354
1717	L21373
1718	L21375
1719	L21378
1720	L21394
1721	L21414
1722	L21424
1723	L21427
1724	L21437
1725	L21449
1726	L21452
1727	L21476
1728	L21497
1729	L21501
1730	L21506
1731	L21518
1732	L21537
1733	L21557
1734	L21583
1735	L21586
1736	L21591
1737	L21605
1738	L21627
1739	L21637
1740	L21650
1741	L21651
1742	L21669
1743	L21685
1744	L21686
1745	L21754
1746	L21759
1747	L21762
1748	L21768
1749	L21782
1750	L21795
1751	L21796
1752	L21801
1753	L21820
1754	L21824
1755	L21833
1756	L21859
1757	L21868
1758	L21890
1759	L21892
1760	L21895
1761	L21900
1762	L21919
1763	L21922
1764	L21927
1765	L21946
1766	L21954
1767	L21970
1768	L21974
1769	L21981
1770	L22012
1771	L22036
1772	L22041
1773	L22072
1774	L22077
1775	L22104
1776	L22107
1777	L22108
1778	L22126
1779	L22148
1780	L22157
1781	L22168
1782	L22177
1783	L22179
1784	L22186
1785	L22200
1786	L22208
1787	L22214
1788	L22220
1789	L22230
1790	L22233
1791	L22256
1792	L22257
1793	L22258
1794	L22285
1795	L22301
1796	L22311
1797	L22313
1798	L22343
1799	L22346
1800	L22354
1801	L22358
1802	L22360
1803	L22375
1804	L22377
1805	L22379
1806	L22400
1807	L22407
1808	L22413
1809	L22418
1810	L22421
1811	L22424
1812	L22428
1813	L22445
1814	L22467
1815	L22468
1816	L22478
1817	L22486
1818	L22500
1819	L22504
1820	L22513
1821	L22517
1822	L22539
1823	L22541
1824	L22545
1825	L22549
1826	L22579
1827	L22582
1828	L22591
1829	L22592
1830	L22596
1831	L22614
1832	L22618
1833	L22642
1834	L22644
1835	L22652
1836	L22696
1837	L22732
1838	L22759
1839	L22784
1840	L22791
1841	L22794
1842	L22802
1843	L22806
1844	L22809
1845	L22845
1846	L22871
1847	L22876
1848	L22881
1849	L22896
1850	L22905
1851	L22927
1852	L22931
1853	L22935
1854	L22946
1855	L22949
1856	L23011
1857	L23016
1858	L23019
1859	L23028
1860	L23075
1861	L23078
1862	L23085
1863	L23100
1864	L23112
1865	L23131
1866	L23144
1867	L23158
1868	L23169
1869	L23178
1870	L23179
1871	L23184
1872	L23214
1873	L23216
1874	L23255
1875	L23257
1876	L23270
1877	L23276
1878	L23301
1879	L23303
1880	L23304
1881	L23363
1882	L23366
1883	L23379
1884	L23386
1885	L23392
1886	L23396
1887	L23406
1888	L23418
1889	L23440
1890	L23448
1891	L23455
1892	L23463
1893	L23476
1894	L23483
1895	L23484
1896	L23519
1897	L23526
1898	L23532
1899	L23539
1900	L23548
1901	L23550
1902	L23552
1903	L23574
1904	L23588
1905	L23594
1906	L23607
1907	L23608
1908	L23619
1909	L23626
1910	L23629
1911	L23642
1912	L23643
1913	L23647
1914	L23685
1915	L23694
1916	L23707
1917	L23734
1918	L23739
1919	L23766
1920	L23780
1921	L23783
1922	L23796
1923	L23875
1924	L23877
1925	L23923
1926	L23934
1927	L23938
1928	L23955
1929	L23985
1930	L23986
1931	L24022
1932	L24025
1933	L24042
1934	L24059
1935	L24092
1936	L24093
1937	L24118
1938	L24126
1939	L24133
1940	L24154
1941	L24160
1942	L24163
1943	L24172
1944	L24202
1945	L24212
1946	L24220
1947	L24257
1948	L24263
1949	L24276
1950	L24277
1951	L24300
1952	L24302
1953	L24308
1954	L24340
1955	L24378
1956	L24388
1957	L24398
1958	L24403
1959	L24422
1960	L24431
1961	L24460
1962	L24467
1963	L24480
1964	L24485
1965	L24487
1966	L24500
1967	L24508
1968	L24542
1969	L24543
1970	L24548
1971	L24551
1972	L24559
1973	L24566
1974	L24573
1975	L24576
1976	L24580
1977	L24583
1978	L24584
1979	L24595
1980	L24605
1981	L24612
1982	L24619
1983	L24622
1984	L24651
1985	L24652
1986	L24661
1987	L24675
1988	L24682
1989	L24691
1990	L24708
1991	L24721
1992	L24723
1993	L24726
1994	L24727
1995	L24731
1996	L24732
1997	L24736
1998	L24743
1999	L24746
2000	L24792
2001	L24795
2002	L24870
2003	L24891
2004	L24893
2005	L24926
2006	L24932
2007	L24957
2008	L24972
2009	L24987
2010	L25010
2011	L25033
2012	L25034
2013	L25041
2014	L25103
2015	L25140
2016	L25142
2017	L25163
2018	L25206
2019	L25227
2020	L25238
2021	L25247
2022	L25249
2023	L25261
2024	L25269
2025	L25287
2026	L25298
2027	L25299
2028	L25312
2029	L25319
2030	L25328
2031	L25336
2032	L25338
2033	L25341
2034	L25344
2035	L25353
2036	L25358
2037	L25370
2038	L25399
2039	L25400
2040	L25401
2041	L25403
2042	L25409
2043	L25414
2044	L25451
2045	L25465
2046	L25467
2047	L25473
2048	L25521
2049	L25530
2050	L25542
2051	L25545
2052	L25549
2053	L25551
2054	L25554
2055	L25555
2056	L25564
2057	L25570
2058	L25574
2059	L25576
2060	L25591
2061	L25633
2062	L25641
2063	L25642
2064	L25667
2065	L25683
2066	L25689
2067	L25702
2068	L25719
2069	L25724
2070	L25738
2071	L25739
2072	L25758
2073	L25772
2074	L25788
2075	L25797
2076	L25801
2077	L25809
2078	L25820
2079	L25837
2080	L25840
2081	L25842
2082	L25845
2083	L25851
2084	L25877
2085	L25891
2086	L25893
2087	L25894
2088	L25900
2089	L25939
2090	L25941
2091	L25943
2092	L25965
2093	L25984
2094	L25997
2095	L26008
2096	L26043
2097	L26075
2098	L26090
2099	L26109
2100	L26156
2101	L26167
2102	L26184
2103	L26188
2104	L26194
2105	L26198
2106	L26221
2107	L26229
2108	L26231
2109	L26235
2110	L26251
2111	L26264
2112	L26272
2113	L26290
2114	L26294
2115	L26310
2116	L26313
2117	L26323
2118	L26345
2119	L26355
2120	L26361
2121	L26407
2122	L26429
2123	L26442
2124	L26457
2125	L26462
2126	L26486
2127	L26489
2128	L26491
2129	L26495
2130	L26501
2131	L26504
2132	L26505
2133	L26536
2134	L26560
2135	L26561
2136	L26562
2137	L26566
2138	L26595
2139	L26599
2140	L26607
2141	L26634
2142	L26643
2143	L26651
2144	L26662
2145	L26674
2146	L26706
2147	L26716
